rental_id,price,bedrooms,bathrooms,size_sqft,min_to_subway,floor,building_age_yrs,no_fee,has_roofdeck,has_washer_dryer,has_doorman,has_elevator,has_dishwasher,has_patio,has_gym,neighborhood,borough
5456,320000,0,1,622,5,10,31,0,0,0,0,0,1,0,1,Battery Park City,Manhattan
8807,2000000,3,3,2600,2,3,86,0,1,0,1,1,1,0,1,Soho,Manhattan
7320,364000,1,1,664,1,8,19,1,0,0,0,0,0,0,0,Midtown West,Manhattan
895,450000,2,1,800,13,29,9,1,0,0,0,0,0,0,0,Midtown West,Manhattan
4008,560000,2,2,1049,5,30,17,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
6062,390000,2,1,1000,2,7,115,0,1,1,1,0,0,0,0,Midtown,Manhattan
1778,328500,1,1,586,2,4,99,1,0,1,0,1,1,0,0,Upper West Side,Manhattan
956,285000,0,1,500,6,2,59,0,0,1,0,0,0,0,0,Midtown East,Manhattan
9620,395000,1,1,714,4,6,19,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
5820,277500,0,1,486,1,12,112,1,0,0,0,0,0,0,0,Financial District,Manhattan
6662,384000,1,1,709,8,11,16,1,0,0,0,0,0,0,0,Midtown East,Manhattan
6805,210000,1,1,500,8,4,115,0,0,0,0,0,0,0,0,Midtown West,Manhattan
6520,229500,0,1,250,2,1,118,0,0,0,0,0,0,0,0,Gramercy Park,Manhattan
4053,370000,1.5,1,900,12,14,55,0,0,0,1,0,0,0,0,Midtown East,Manhattan
7547,355000,1,1,900,2,6,89,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
2267,850000,2,2,1275,2,7,86,0,0,0,0,0,0,0,0,Tribeca,Manhattan
5937,550000,1,1,925,3,4,101,0,1,1,1,1,1,1,1,Tribeca,Manhattan
368,534500,2,2,1038,7,28,39,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
7503,515000,1,1,679,3,17,11,1,0,0,0,0,0,0,0,Flatiron,Manhattan
1691,396500,1,1,629,7,25,39,1,0,0,0,0,0,1,0,Midtown East,Manhattan
4915,440000,2,1,950,7,31,42,0,0,0,0,0,0,0,0,Midtown East,Manhattan
8845,534000,2,2,971,8,9,16,1,0,0,0,0,0,0,0,Midtown East,Manhattan
11124,210000,0,1,400,5,1,101,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
9798,725000,3,2,1339,2,4,32,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
8269,285000,1,1,488,1,17,103,0,0,0,0,0,0,0,0,Midtown South,Manhattan
1941,198700,1,1,850,2,3,88,0,0,0,0,0,0,0,0,Washington Heights,Manhattan
971,360000,1,1,668,5,7,30,0,0,0,1,1,1,0,0,Battery Park City,Manhattan
8415,330000,1.5,1,650,13,16,9,0,0,0,0,0,1,0,0,Midtown West,Manhattan
7606,379500,0,1,577,4,21,16,1,0,0,0,0,0,0,0,Chelsea,Manhattan
3262,240000,2,1,1250,5,2,101,0,0,0,0,0,0,0,0,Washington Heights,Manhattan
864,441000,1,1,802,2,10,89,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
5581,925000,3,3,1800,4,9,106,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
395,323000,2,2,1000,5,8,7,1,0,0,0,0,0,0,0,East Harlem,Manhattan
2036,350000,1,1,678,5,7,85,1,1,1,0,1,1,0,0,Upper East Side,Manhattan
8393,400000,1,1,672,15,30,43,1,0,0,1,1,0,0,0,Midtown East,Manhattan
4073,381300,0,1,826,4,20,47,1,0,0,0,0,0,0,0,Financial District,Manhattan
388,375000,1,1,679,3,30,86,0,1,1,1,1,0,0,1,Financial District,Manhattan
1611,459000,1,1,730,3,12,89,1,1,0,1,1,0,0,1,Upper East Side,Manhattan
10959,405600,2,1,920,7,8,29,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
4461,725000,4,3,2000,4,3,96,0,0,0,1,0,0,0,0,Upper East Side,Manhattan
10570,359500,2,1,700,4,3,8,0,0,0,1,1,0,1,1,Lower East Side,Manhattan
7757,850000,2,1,1613,3,8,101,0,0,0,1,1,0,0,1,Upper West Side,Manhattan
8387,295000,1,1,587,3,22,36,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
6779,360000,1,1,775,4,9,85,0,0,1,1,1,0,0,1,Financial District,Manhattan
6140,373000,1,1,740,2,28,9,1,0,0,0,0,0,0,0,Financial District,Manhattan
2349,310000,0,1,550,2,9,55,1,0,0,0,0,1,0,0,Greenwich Village,Manhattan
5750,349500,2,1,750,3,2,126,1,0,0,0,0,0,0,0,Midtown West,Manhattan
2223,370000,3,2,1250,3,3,96,0,1,0,1,1,0,1,0,Inwood,Manhattan
3796,385000,1,1,817,2,4,85,1,1,0,0,1,1,0,0,Upper West Side,Manhattan
1164,360000,2,1,700,2,6,86,0,0,1,0,0,0,0,0,Midtown East,Manhattan
2933,209500,0,1,475,3,6,91,0,0,0,0,0,0,0,0,Flatiron,Manhattan
3863,765000,2,2,1235,4,20,11,1,0,0,1,1,0,0,0,Upper West Side,Manhattan
4492,279000,0,1,421,5,5,17,1,1,0,1,1,1,0,1,Upper West Side,Manhattan
3368,329500,1,1,628,6,31,37,0,1,1,1,1,1,1,1,Midtown East,Manhattan
9890,300000,3,2,620,11,1,106,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
1305,890000,2,2,1100,4,35,33,0,0,0,1,0,0,1,0,Midtown,Manhattan
8839,296000,0,1,537,1,7,116,1,0,0,0,0,0,0,0,Financial District,Manhattan
6505,440000,1,1,692,2,8,29,0,1,1,1,1,1,0,1,Tribeca,Manhattan
4244,299500,0,1,500,1,11,29,0,0,0,0,0,0,0,0,Tribeca,Manhattan
7054,195000,1,1,596,5,3,57,1,0,0,0,0,0,0,0,Central Harlem,Manhattan
5772,385000,1,1,675,5,3,61,0,0,0,0,0,0,0,0,Gramercy Park,Manhattan
131,400000,3,1,1000,5,5,96,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
277,581900,2,1,1121,2,19,116,1,0,0,0,0,0,0,0,Financial District,Manhattan
6421,410000,1,1,944,8,13,69,1,0,0,1,1,0,0,0,Stuyvesant Town/PCV,Manhattan
10703,419500,4,2,1300,4,2,91,0,0,0,0,1,0,1,1,Upper West Side,Manhattan
10302,420000,1,1,535,0,7,4,0,0,0,0,0,0,0,0,East Village,Manhattan
299,382500,1,1,764,7,5,39,1,0,0,0,0,1,0,0,Midtown East,Manhattan
1822,525000,1,1,1158,1,8,180,0,0,0,0,1,0,0,0,Financial District,Manhattan
2996,340000,2,1,800,6,3,106,0,0,0,0,1,0,0,0,Upper West Side,Manhattan
430,272300,0,1,457,4,22,47,1,0,0,0,0,0,0,0,Financial District,Manhattan
1176,380000,2,1,817,1,7,8,0,0,0,0,0,0,0,0,Chinatown,Manhattan
10117,1500000,2,2,2000,4,4,13,0,1,0,0,0,1,0,0,Tribeca,Manhattan
1598,380000,1,1,700,13,5,9,0,0,0,0,1,1,0,0,Midtown West,Manhattan
8826,334200,1,1,648,14,18,30,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
505,788000,3,2,1500,4,16,35,1,1,0,1,1,0,0,1,Midtown East,Manhattan
7851,496500,1,1,812,5,32,44,1,0,0,0,0,0,0,0,Midtown East,Manhattan
239,1600000,4,4,2110,8,16,29,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
5675,160000,0,1,550,5,1,11,0,0,0,0,0,0,0,0,Central Harlem,Manhattan
11246,318700,2,1,650,2,18,29,0,0,0,0,0,0,0,0,Battery Park City,Manhattan
5001,275000,1,1,550,8,1,96,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
1843,595800,2,2,1300,1,21,51,1,0,0,1,1,0,0,0,Midtown West,Manhattan
6947,410000,2,2,940,2,3,12,0,1,0,0,1,0,0,1,Chinatown,Manhattan
4428,360000,2,1,710,6,34,37,0,0,1,0,1,1,0,0,Midtown East,Manhattan
10894,370000,1,1,600,5,9,37,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
8645,270000,0,1,550,5,16,59,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
1244,400000,3,1,700,5,10,96,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
8877,330000,1,1,650,10,5,18,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
2717,235000,1,1,771,5,16,58,1,0,0,0,0,0,0,0,Central Harlem,Manhattan
6151,379500,2,1,750,2,11,116,0,0,0,0,1,0,0,0,Financial District,Manhattan
10080,750000,3,2,1300,3,16,27,1,1,0,1,1,1,0,1,Upper West Side,Manhattan
90,577100,2,2,1018,9,10,9,1,0,0,0,0,0,0,0,Midtown West,Manhattan
8519,460000,1,1,960,5,22,9,0,1,1,1,1,0,0,0,Midtown,Manhattan
7922,340000,1,1,850,3,7,87,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
1110,371500,1,1,591,6,11,113,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
944,275000,0,1,595,1,8,76,0,0,1,0,1,1,0,1,Financial District,Manhattan
10053,160000,1,1,450,3,3,116,0,0,0,0,0,0,0,0,Washington Heights,Manhattan
7819,650000,2,2,1188,2,64,29,0,1,0,1,1,0,0,1,Midtown,Manhattan
3820,150000,0,1,450,2,3,106,0,0,0,0,0,0,0,0,Hamilton Heights,Manhattan
2769,279500,1,1,700,9,13,42,0,0,1,0,1,0,0,0,Upper East Side,Manhattan
1662,321100,1,1,775,2,17,53,1,0,0,1,0,0,0,0,Midtown,Manhattan
6710,690000,2,2,1196,10,4,0,1,0,0,0,0,0,0,0,Midtown West,Manhattan
9647,245000,2,1,870,3,5,101,0,0,0,0,0,0,0,0,Central Harlem,Manhattan
7425,440000,1,1,750,2,2,30,0,0,0,0,1,0,0,0,Flatiron,Manhattan
9744,389500,1,1,650,8,27,16,1,0,0,0,0,0,0,0,Midtown East,Manhattan
1888,526000,2,2,1139,3,5,30,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
2339,750000,2,2,1214,3,15,88,0,0,0,1,0,1,0,0,Upper East Side,Manhattan
5174,549500,1,1,1000,2,7,86,0,0,0,0,0,0,0,0,Midtown West,Manhattan
2784,259500,1,1,600,2,4,116,0,0,0,0,0,1,0,0,Upper West Side,Manhattan
3073,550000,1,1,1000,2,4,116,0,0,0,0,0,0,0,0,Chelsea,Manhattan
7594,500000,1,1,550,2,18,89,1,0,0,0,0,1,0,0,Midtown,Manhattan
6367,415000,1,1,640,3,14,9,1,0,1,0,1,1,0,0,Upper East Side,Manhattan
7285,310000,1,1,575,2,5,86,1,0,0,0,0,0,0,0,Midtown West,Manhattan
4421,399500,1,1,589,4,11,7,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
35,387500,1,1,653,4,14,18,1,1,1,1,1,1,0,1,Upper West Side,Manhattan
6517,700000,2,1,1350,3,6,108,0,0,0,0,0,0,0,0,Greenwich Village,Manhattan
2212,377500,1,1,609,12,12,4,1,0,0,0,0,0,0,0,Midtown West,Manhattan
8710,1050000,3,2,3000,2,7,86,0,0,0,0,0,0,0,0,East Village,Manhattan
5393,1200000,3,2,1982,4,20,10,1,1,1,1,1,1,0,1,Upper West Side,Manhattan
10701,275000,0,1,546,4,6,52,1,0,0,0,0,0,0,0,Midtown East,Manhattan
8551,680000,1,2,1233,3,6,52,1,1,1,1,1,0,0,1,Tribeca,Manhattan
3578,370000,2,1,900,1,4,87,0,0,0,0,0,0,0,0,Financial District,Manhattan
7688,316700,0,1,675,4,2,47,1,0,0,0,0,0,0,0,Financial District,Manhattan
8629,377500,1,1,632,2,30,41,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
8897,349500,2,1,631,3,1,102,0,1,0,1,1,0,0,0,Upper West Side,Manhattan
2224,290000,2,2,1200,3,3,86,0,0,0,0,0,0,0,0,Washington Heights,Manhattan
4625,380500,1,1,698,6,3,14,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
10293,595000,1,1,988,5,33,9,1,0,0,0,0,0,0,0,Midtown,Manhattan
4201,850000,3,2,2000,4,18,56,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
6261,680600,2,2,1082,2,28,16,1,1,0,1,1,1,0,1,Flatiron,Manhattan
5394,319500,1,1,800,4,6,56,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
7892,1060000,3,3,1749,6,23,2,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
6254,330000,0,1,500,3,2,86,0,0,0,0,0,0,0,0,Greenwich Village,Manhattan
10090,295000,0,1,585,2,17,34,1,0,0,0,1,1,0,0,Financial District,Manhattan
1745,299500,1,1,670,8,10,28,0,0,0,1,1,1,0,1,Midtown West,Manhattan
10494,530000,1,1,960,2,7,106,0,0,0,1,0,0,1,0,Chelsea,Manhattan
2197,440000,2,2,927,12,31,32,0,0,0,0,0,0,0,0,Midtown East,Manhattan
9854,310000,0,1,602,9,8,15,0,0,1,1,1,0,0,1,Midtown East,Manhattan
4023,399000,1,2,1000,8,24,18,1,1,0,1,1,0,0,0,Upper East Side,Manhattan
9411,249900,0,1,367,2,11,112,0,0,0,0,1,0,0,0,Financial District,Manhattan
1438,469500,2,1,900,4,3,51,0,0,0,0,0,0,0,0,Flatiron,Manhattan
1654,710000,2,2,1900,3,4,116,0,0,0,0,0,0,0,0,Soho,Manhattan
789,560000,2,2,850,1,21,31,0,0,0,0,0,0,0,0,Flatiron,Manhattan
1838,240000,0,1,550,7,1,85,0,0,0,0,1,0,0,0,Midtown East,Manhattan
8219,419500,1,1,885,6,14,60,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
1012,545000,2,2,1070,13,32,9,1,1,1,1,1,0,0,1,Midtown West,Manhattan
10785,330000,0,1,538,3,7,11,0,1,0,1,1,0,0,1,Tribeca,Manhattan
9463,340500,1,1,591,6,14,14,1,0,0,0,0,0,0,0,Midtown West,Manhattan
1537,1200000,2,2,2027,1,3,156,0,0,0,1,1,1,0,1,Greenwich Village,Manhattan
661,580000,2,2,1200,8,25,32,0,0,1,1,1,1,1,1,Midtown East,Manhattan
858,799500,1,1,990,2,12,53,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
6790,170000,0,1,350,9,1,96,0,0,1,0,0,1,0,0,Upper East Side,Manhattan
1714,390000,0,1,698,2,21,8,0,0,0,1,1,0,0,0,Financial District,Manhattan
5998,259500,1,1,800,3,2,93,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
9401,346500,1,1,804,14,3,55,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
1852,255000,2.5,1,1000,6,4,115,1,0,0,0,0,0,0,0,Central Harlem,Manhattan
2144,350000,1,1,600,2,32,28,0,0,0,1,1,0,0,1,Midtown West,Manhattan
2965,630000,2,2,1207,2,47,9,0,0,0,0,0,0,0,0,Midtown West,Manhattan
5168,450000,0,1,850,1,3,13,0,1,0,1,1,0,0,1,Soho,Manhattan
5741,339500,0,1,474,4,15,11,1,0,0,1,1,0,0,0,Upper West Side,Manhattan
5316,1400000,2,2,1814,3,5,101,0,0,0,0,0,0,0,0,Tribeca,Manhattan
859,690000,2,2,1800,10,43,41,0,1,1,0,1,1,0,0,Midtown East,Manhattan
10506,350500,1,1,754,5,4,17,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
11329,297500,0,1,587,3,3,52,1,1,0,0,0,1,0,0,Tribeca,Manhattan
9805,210000,2,1,500,11,3,106,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
4410,900000,2,2,1578,2,10,10,0,0,0,0,0,1,1,0,Midtown East,Manhattan
710,850000,2,2,1459,3,4,1,0,0,0,0,0,0,0,0,Chelsea,Manhattan
8565,599500,1,2,970,2,2,124,1,0,0,0,0,0,0,0,West Village,Manhattan
6301,370000,1,1,655,5,8,29,0,0,0,0,1,0,1,1,Upper West Side,Manhattan
8912,600000,1,1,945,5,7,84,0,0,1,1,1,0,0,0,Upper West Side,Manhattan
2256,1600000,3,3,2195,5,19,2,0,0,0,0,0,0,0,0,Midtown East,Manhattan
7257,205000,1,1,900,3,2,106,0,0,0,1,0,0,0,0,Central Harlem,Manhattan
8566,315000,1,1,575,2,11,86,1,0,0,0,0,0,0,0,Midtown West,Manhattan
9062,501800,1,1,737,1,3,6,1,0,0,0,0,1,0,0,East Village,Manhattan
1809,590000,1,1,811,6,31,5,1,0,0,0,0,0,0,0,Battery Park City,Manhattan
5668,302500,0,1,515,6,10,14,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
10358,360000,3,1,1050,3,4,101,0,0,0,0,0,0,0,0,Central Harlem,Manhattan
5505,458500,1,1,900,3,5,52,1,0,0,0,0,0,0,0,Tribeca,Manhattan
1,350000,1,1,850,3,18,54,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
4068,250000,0,1,400,2,2,90,1,0,0,0,0,0,0,0,Financial District,Manhattan
1449,350000,1,1,710,6,10,37,0,0,1,0,0,0,0,0,Midtown East,Manhattan
3613,295000,1,1,700,5,2,6,0,0,1,0,0,1,0,0,Midtown West,Manhattan
9625,620000,2,2,1002,1,19,14,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
4414,770000,2,2,1546,10,43,27,0,0,0,1,1,0,0,1,Midtown East,Manhattan
2481,600000,2,2,1280,3,11,29,0,0,0,0,0,1,0,0,Upper West Side,Manhattan
3519,230000,1,1,500,9,2,116,0,0,0,0,0,0,0,0,East Village,Manhattan
5366,520000,2,1,823,5,4,3,0,0,0,0,0,0,0,0,Midtown West,Manhattan
3018,1095000,3,3,1749,6,24,2,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
2435,724300,2,2,1231,2,18,16,1,0,0,0,0,0,0,0,Flatiron,Manhattan
8518,310000,2,1,700,6,4,115,0,0,0,0,0,0,0,0,Midtown West,Manhattan
3632,245000,2,1,900,9,2,96,0,0,1,1,1,1,0,1,Upper East Side,Manhattan
6005,350000,1,1,600,2,81,114,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
1556,560000,1,1,800,5,4,86,0,0,0,1,1,0,0,0,West Village,Manhattan
4700,300000,1,0,526,4,4,45,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
10922,225000,0,1,400,5,2,54,0,0,0,0,0,0,0,0,Midtown East,Manhattan
4010,385300,0,1,464,2,30,13,1,0,0,0,0,0,1,0,Flatiron,Manhattan
1000,525000,1,1,850,4,11,93,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
8801,292500,1,1,650,5,6,31,1,0,1,0,0,1,0,0,Battery Park City,Manhattan
893,350000,1,1,700,13,23,9,1,0,0,1,1,0,0,0,Midtown West,Manhattan
2260,390000,1,1,719,3,23,15,1,0,0,0,0,0,0,0,Financial District,Manhattan
2520,270000,0,1,466,5,7,10,0,0,1,1,1,0,0,0,Upper West Side,Manhattan
8298,229900,1,1,700,3,3,86,0,0,1,1,1,0,1,0,Midtown East,Manhattan
3963,349500,1,1,708,14,11,30,1,0,0,1,1,0,0,1,Upper East Side,Manhattan
6555,599500,3,2,1417,4,9,6,1,0,0,0,0,0,0,0,Central Harlem,Manhattan
3176,2000000,2,2,2200,2,2,5,0,1,1,1,1,0,0,1,Tribeca,Manhattan
681,520000,1,1,691,3,29,7,0,0,1,1,1,1,0,1,Midtown,Manhattan
3807,600000,1,1,802,2,48,6,0,1,0,0,0,0,0,0,Financial District,Manhattan
10093,189900,0,1,350,7,2,96,0,0,0,0,0,0,0,0,East Village,Manhattan
2225,357500,1,1,735,4,5,85,1,0,0,0,0,0,0,0,Financial District,Manhattan
9311,249500,2,1,800,4,2,116,0,0,0,0,0,0,0,0,East Harlem,Manhattan
568,640000,2,2,1024,10,2,0,1,0,0,0,0,0,0,0,Midtown West,Manhattan
8334,339500,1,1,700,12,33,27,0,1,0,1,1,0,0,1,Midtown East,Manhattan
6466,350000,0,1,550,2,7,1,0,0,0,0,0,0,0,0,Tribeca,Manhattan
11192,1160000,2,3,1665,3,10,52,1,0,0,0,0,0,0,0,Tribeca,Manhattan
10220,730000,2,2,1167,1,2,3,0,0,0,0,0,0,0,0,East Village,Manhattan
6135,332500,1,1,607,3,9,15,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
4338,399500,1,1,602,6,2,2,0,0,0,0,0,0,0,0,Gramercy Park,Manhattan
9368,300000,1,1,650,11,7,50,0,1,1,1,1,1,0,1,Midtown East,Manhattan
2871,305000,0,1,484,6,7,33,1,0,0,0,0,0,0,0,Battery Park City,Manhattan
3997,339200,1,1,769,2,6,47,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
8842,486500,1,1,697,2,19,13,1,0,0,0,0,0,0,0,Flatiron,Manhattan
11335,589000,1,1,752,3,28,6,1,0,0,0,0,0,0,0,Chelsea,Manhattan
2492,355500,1,1,600,2,5,99,1,1,0,1,1,0,1,1,Upper West Side,Manhattan
3308,780000,4,2,1900,5,9,91,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
5197,364500,1,1,811,14,1,55,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
1336,1050000,3,3,2100,6,12,33,0,0,0,0,0,0,0,0,Midtown East,Manhattan
2488,320000,0,1,462,2,5,28,0,0,1,1,1,1,0,1,Midtown West,Manhattan
2338,835000,3,3,1436,4,12,27,0,0,0,0,1,0,0,0,Upper East Side,Manhattan
2888,235000,0,1,367,2,2,112,0,0,0,1,1,0,0,0,Financial District,Manhattan
5589,880000,2,2,1612,9,17,15,0,0,1,1,1,1,0,0,Midtown East,Manhattan
10438,354300,0,1,523,1,12,29,1,0,0,0,0,0,0,0,Chelsea,Manhattan
511,1750000,3,3,3016,7,39,34,0,0,0,0,0,0,0,0,Midtown East,Manhattan
10497,420000,0,1,567,12,6,7,0,0,1,1,1,0,1,1,Chelsea,Manhattan
1539,399500,1,1,938,1,6,180,0,0,0,0,0,0,0,0,Financial District,Manhattan
11215,850000,2,2,1807,1,23,88,1,1,0,1,1,0,0,1,Financial District,Manhattan
7232,1050000,2,2,1460,2,9,75,0,1,0,1,1,1,0,1,Central Park South,Manhattan
2491,400000,1,1,764,7,12,39,1,0,0,0,0,0,0,0,Midtown East,Manhattan
4643,275000,1,1,800,3,4,75,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
1406,1050000,3,3,1500,4,25,20,0,0,0,1,0,0,0,0,Upper East Side,Manhattan
1929,375000,1,1,817,5,32,13,0,0,0,1,1,1,0,0,Midtown South,Manhattan
437,495000,3,1,850,6,3,86,0,0,0,0,0,0,0,0,Midtown South,Manhattan
6778,496800,2,2,948,14,21,30,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
1139,400000,1,1,874,7,9,12,0,1,0,1,1,1,1,1,Upper West Side,Manhattan
2913,210000,0,1,350,7,4,116,0,0,0,0,0,0,0,0,East Village,Manhattan
8759,249500,0,1,400,1,33,37,1,0,0,0,0,0,0,0,Midtown,Manhattan
7180,410000,3,1,1100,3,6,52,0,0,0,0,0,0,0,0,Midtown East,Manhattan
10790,675000,2,2,1589,9,10,15,0,0,0,0,0,1,0,0,Midtown East,Manhattan
9492,260000,0,1,441,7,8,60,0,0,1,1,0,0,0,0,Midtown East,Manhattan
6565,985000,3,3,2100,2,17,87,0,0,0,0,0,0,0,0,Chelsea,Manhattan
7864,410000,1,1,690,5,9,1,0,0,0,0,0,0,0,0,Midtown East,Manhattan
634,579500,1,1,626,3,8,2,1,0,0,0,0,0,0,0,East Village,Manhattan
732,700000,3,2,1500,9,11,30,0,0,0,0,1,0,0,0,Upper East Side,Manhattan
5488,760000,2,2,1325,2,42,8,1,1,1,1,1,0,0,1,Financial District,Manhattan
1542,1190000,3,2,2305,1,37,102,0,0,1,0,0,0,0,0,Financial District,Manhattan
7599,318100,0,1,581,3,16,44,1,0,0,0,0,0,0,0,Financial District,Manhattan
7739,800000,2,2,1250,2,15,13,0,0,0,0,0,0,0,0,Midtown East,Manhattan
8692,2000000,4,4,2160,1,18,9,0,0,1,0,1,0,0,0,Upper East Side,Manhattan
7924,365000,0,1,520,2,8,17,1,0,0,0,0,0,0,0,Flatiron,Manhattan
4874,600000,4,2,1700,6,5,96,0,0,0,0,0,0,0,0,Midtown West,Manhattan
9937,445000,1,1,985,5,10,37,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
4958,229500,2,1,700,7,6,86,0,0,0,0,0,0,0,0,Washington Heights,Manhattan
3275,405500,1,1,818,4,7,47,1,0,0,0,0,0,0,0,Financial District,Manhattan
6475,379500,2,1,900,2,8,102,1,0,0,0,0,0,0,0,Midtown South,Manhattan
7028,375000,1,1,500,4,4,156,0,0,0,0,0,0,0,0,Greenwich Village,Manhattan
6468,400000,0,1,500,1,8,76,0,0,1,0,0,1,0,0,Central Park South,Manhattan
9269,390000,1,1,640,4,8,7,1,0,0,0,0,0,0,0,Tribeca,Manhattan
2287,600000,1,1,962,2,9,10,0,0,0,0,0,0,0,0,Chelsea,Manhattan
4919,259500,1,1,500,3,4,106,0,0,0,0,0,0,0,0,Lower East Side,Manhattan
5794,1275000,2,2,1736,3,4,101,0,0,0,0,0,0,0,0,Tribeca,Manhattan
9717,335000,0,1,585,2,6,85,0,0,0,0,0,0,0,0,Greenwich Village,Manhattan
6736,265000,0,1,500,2,10,13,1,0,0,0,0,0,0,0,Financial District,Manhattan
9170,300000,0,1,525,3,11,9,0,1,0,1,1,0,0,1,Upper East Side,Manhattan
999,450000,1,1,700,7,27,34,1,0,0,0,0,0,0,0,Midtown East,Manhattan
5600,350000,1,1,650,2,29,29,0,1,0,1,1,0,1,1,Midtown,Manhattan
1887,999500,4,3,1900,2,4,89,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
2162,1299900,2,2,1990,13,4,9,0,0,0,0,0,1,0,0,Chelsea,Manhattan
1855,310000,1,1,654,4,18,42,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
3812,420000,4,2,1400,2,2,106,1,0,0,0,0,0,0,0,Washington Heights,Manhattan
3163,1400000,3,3,1959,10,38,17,0,1,0,0,1,1,0,0,Upper East Side,Manhattan
8821,1400000,2,2,1543,4,7,9,0,0,0,0,1,0,0,0,Upper West Side,Manhattan
8211,299900,0,1,560,4,9,9,0,0,0,1,0,0,0,0,Midtown East,Manhattan
2048,1995000,2,2,2750,5,10,11,0,0,0,0,1,0,0,1,West Village,Manhattan
10740,485000,1,1,706,4,8,9,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
9301,580000,1,1,811,6,29,5,1,0,0,0,0,0,0,0,Battery Park City,Manhattan
9730,219500,1,1,500,6,2,106,0,1,1,1,1,1,1,1,Lower East Side,Manhattan
9986,306000,0,1,515,6,9,14,1,1,0,0,1,0,0,0,Upper West Side,Manhattan
2137,212500,1,1,475,2,1,115,0,0,0,0,0,0,0,0,Central Harlem,Manhattan
8248,175000,0,1,600,10,2,106,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
4706,420000,0,1,625,2,4,106,0,0,0,0,0,0,0,0,Greenwich Village,Manhattan
1161,360000,3,1,800,1,6,96,0,1,0,1,1,0,0,1,Upper West Side,Manhattan
4175,690000,2,2,1300,1,23,88,0,0,0,1,1,1,0,1,Financial District,Manhattan
3986,600000,2,1,1100,8,11,35,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
9131,319500,1,1,700,3,1,41,0,0,0,0,0,0,0,0,Midtown East,Manhattan
6684,369000,1,1,802,7,15,33,1,0,0,1,0,0,0,0,Battery Park City,Manhattan
9984,277500,0,1,342,2,15,89,1,0,0,0,1,1,1,0,Upper West Side,Manhattan
10739,439500,1,1,692,4,14,19,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
6362,681500,2,2,1100,14,30,30,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
4254,215000,0,1,450,3,1,106,0,0,1,0,0,0,0,0,Upper West Side,Manhattan
6711,380000,1,1,718,10,16,9,0,1,0,1,1,0,0,1,Gramercy Park,Manhattan
